postid,pagename,platform,year,month,day,type,url,timestamp,sdg,sdgrelev,sdgcat,abstractmes,message_clean
A40090,PayPal,Facebook,2020,10,2,Native Video,https://www.facebook.com/PayPalUSA/posts/10160239892434573,3/2/2021 1:09,0,1,,,Use the cash a check feature on the PayPal app to access your money quickly. Find out how you can get the most out of PayPal here. 
A7789,Chase,Facebook,2020,2,19,Native Video,https://www.facebook.com/chase/posts/4144391732253419,3/3/2021 8:37,0,1,,,"Did you know you can deposit checks virtually anytime, anywhere on your Chase MobileÂ® app? Watch this video to see how, then check out other ways to make the most of the app here: "
A52495,Tide,Facebook,2019,9,15,Native Video,https://www.facebook.com/Tide/posts/10156739298193231,3/4/2021 11:51,0,1,,,"@Kenan Thompson drops track on the NFL for #LaundryNight. ft. Melissa VillaseÃ±or, Ric Flair, Tamara Judge | Tide"
A8370,Chipotle Mexican Grill,Instagram,2020,4,13,Photo,https://www.instagram.com/p/B-7eR09jYuL/,2/5/2021 2:28,0,1,,,"Itâ€™s time to deliver good. With your help, up to 100 lucky people will get a burrito on us. Tune in everyday this week for a chance to send some joy. ðŸŒ¯ðŸ’«"
A52546,Tide,Instagram,2020,2,2,Video,https://www.instagram.com/p/B8FcHsohWe7/,3/4/2021 12:24,0,1,,,"@charliedayofficial Day looks for later in 1436. Look, a stain! #LaundryLater #SuperBowlLIV #SuperBowl54"
A8301,Chipotle Mexican Grill,Facebook,2019,12,18,Link,https://www.facebook.com/chipotle/posts/10157825293234253,2/3/2021 10:21,0,1,,,It's FREE Delivery Bowl Season ðŸˆ Terms: chipotle.com/freedeliverybowl:=:
A8288,Chipotle Mexican Grill,Facebook,2019,10,28,Link,https://www.facebook.com/chipotle/posts/10157676869404253,2/3/2021 9:58,0,1,,,Boorito is back.
A8417,Chipotle Mexican Grill,Instagram,2020,9,4,Photo,https://www.instagram.com/p/CEuG5zGDvHK/,2/5/2021 3:24,0,1,,,Idk how youâ€™ll prove it but
A7804,Chase,Facebook,2020,3,18,Photo,https://www.facebook.com/chase/posts/4243599028999355,3/3/2021 8:53,0,1,,,"Our branches will remain open for customers who need us. We are temporarily closing some branches and revising hours as needed, but there will be an open branch or ATM near you. To find updated branch or ATM info, check your Chase Mobile app or visit "
A52556,Tide,Instagram,2020,4,20,Photo,https://www.instagram.com/p/B_OHrcoBubP/,3/4/2021 12:29,0,1,,,"Introducing #TideOneWashMiracle. The innovative dual-chamber technology provides a deep clean and complete odor elimination, even for musty towels and sweaty athletic wear. Only available online. #EliminateImpossibleOdors #deepclean 
 "
A18333,Estee Lauder,Facebook,2020,2,10,Photo,https://www.facebook.com/EsteeLauder/posts/10159220274237619,2/15/2021 11:37,0,1,,,"Beauty is in the eye of the *gift with purchase* beholder â¤ï¸. Our latest Gift with Purchase is here and packed with our #EsteeEssentials. Now available Dillard's and here for a limited time, youâ€™ll receive our makeup and skincare must-haves- and a creative cosmetic bag to show off your goodies! Discover more now: "
A2071,Audi USA,Facebook,2020,8,18,Photo,https://www.facebook.com/audi/posts/10157197210051470,3/15/2021 2:16,0,1,,,Drive your disco. #AudiA7
A18340,Estee Lauder,Facebook,2020,2,21,Photo,https://www.facebook.com/EsteeLauder/posts/10159259023332619,2/15/2021 11:39,0,1,,,"Skincare is one thing, but skin-caring #foundation is another â€“ and this new foundation has it both! Formulated with breakthrough technology that protects your skin, NEW Futurist Hydra Rescue defines what it means to #CoverWithCare. Shop #FuturistFoundation now: "
A8405,Chipotle Mexican Grill,Instagram,2020,7,30,Video,https://www.instagram.com/p/CDRkoIkj-o_/,2/5/2021 3:13,0,1,,,"Guac is FREE tomorrow if you sign up for Chipotle Rewards today. Link in bio.
 
 Valid only in the US, for one free topping of guac with purchase of regular-priced entrÃ©e via Chipotle app or chipotle.com. Valid from date added to Rewards account-8/2/20. Use in one transaction only; subject to availability. Not valid w/ other offers. Rewards account required. Not valid on third party delivery platforms. Additional restrictions may apply; void where prohibited. Full offer terms: chipotle.com/avocadoday."
A40132,Pepsi,Instagram,2019,9,24,Video,https://www.instagram.com/p/B2zb0KcnCjL/,3/1/2021 9:08,0,1,,,You might have to break up with your S.O. if they come from a non Pepsi household.
A7888,Chase,Facebook,2020,6,17,Native Video,https://www.facebook.com/chase/posts/4612946755397912,3/4/2021 3:33,0,1,,,"Please note our updated branch hours this Friday, June 19. You can use the Chase MobileÂ® app or "
A18365,Estee Lauder,Facebook,2020,8,5,Native Video,https://www.facebook.com/EsteeLauder/posts/10159866065227619,2/15/2021 6:38,0,1,,,"ðŸ’« Welcome to the future of skincare: NEW #AdvancedNightRepair. First invented in 1982, our number one serum just got even better. Leave a âœ¨ if you canâ€™t wait to try the NEW Advanced Night Repair! Shop now: "
A18319,Estee Lauder,Facebook,2020,1,22,Native Video,https://www.facebook.com/EsteeLauder/posts/10159151357442619,2/15/2021 11:31,0,1,,,No need for stage fright: The Act IV Party Puff Starlucent Filtered Powder will keep your complexion on lock until the curtain closes. Shop now! 
A40154,Pepsi,Instagram,2019,12,22,Photo,https://www.instagram.com/p/B6YUFuMnyKn/,3/1/2021 9:17,0,1,,,Donâ€™t give up on your 2020 resolutions...even if you face plant in your first aerial yoga class.
A8394,Chipotle Mexican Grill,Instagram,2020,7,2,Photo,https://www.instagram.com/p/CCJ9qFbDSAV/,2/5/2021 3:04,0,1,,,They broke up two weeks later.
A2055,Audi USA,Facebook,2020,5,12,Photo,https://www.facebook.com/audi/posts/10156948290181470,3/15/2021 2:09,0,1,,,"I donâ€™t know who needs this, butâ€¦ hereâ€™s some pictures of the Audi Nose Team hard at work."
A8390,Chipotle Mexican Grill,Instagram,2020,6,16,Video,https://www.instagram.com/p/CBgR7GnFvbb/,2/5/2021 3:01,0,1,,,10/10 highly recommend
A7772,Chase,Facebook,2020,1,25,Native Video,https://www.facebook.com/chase/posts/4061341797225080,3/3/2021 6:39,0,1,,,"Chase Sapphire on Main is the place to be during the Sundance Film Festival. Attend LA Times cast panel discussions, try free bites from around the world, and warm up with a cup of coffee. Canâ€™t make it to Park City? Watch our Facebook Story for highlights."
A18283,Estee Lauder,Facebook,2019,11,15,Native Video,https://www.facebook.com/EsteeLauder/posts/10158922493112619,2/15/2021 11:10,0,1,,,"Play the game right this #holiday season with our exclusive, limited-edition Pressed Powder Compacts! Luxury jewelry designer Monica Rich Kosann intricately designed each piece to be one-of-a-kind. Shop now before they're gone! "
A7771,Chase,Facebook,2020,1,25,Photo,https://www.facebook.com/chase/posts/4059069124119014,3/3/2021 6:38,0,1,,,"Our #ChaseSapphire music supervisor, DJ Mark Ronson helped us kick off the Sundance Film Festival with an exclusive customers-only Sound Check! Plus, he curated a #Sundance-inspired Spotify playlist just for us. Swipe up on our Story to listen. ðŸŽ§"
A40104,Pepsi,Facebook,2020,2,2,Photo,https://www.facebook.com/PepsiUS/posts/10158413537849050,3/1/2021 8:19,0,1,,,Ditch the DVR and experience the #PepsiHalftime all over again with the live visual album featuring all your favorite moments with JLo and Shakira ! NFL.com/SuperBowlLive:=:
A18301,Estee Lauder,Facebook,2019,12,20,Photo,https://www.facebook.com/EsteeLauder/posts/10159041810867619,2/15/2021 11:16,0,1,,,"Smooth operator. #WearConfidence with our #DoubleWear Stay-in-Place Foundation. Maximize its 24-hour coverage that wonâ€™t crease, streak, or settle. Discover more: "
A6683,Cartier,Facebook,2019,9,12,Link,https://www.facebook.com/cartier.usa/posts/1414328998744337,2/10/2021 4:56,0,1,,,"It all began in 1912, when Louis Cartier took the traditional round watch shape and stretched it out. Today, the Baignoire watch feels more contemporary than ever. #CartierBaignoire ow.ly/rPnd30pv6En:=:"
A1962,Audi USA,Facebook,2019,9,21,Photo,https://www.facebook.com/audi/posts/10156261561421470,3/8/2021 3:35,0,1,,,Legit our dream car. #ThatQ3Life
A18282,Estee Lauder,Facebook,2019,11,13,Photo,https://www.facebook.com/EsteeLauder/posts/10158915364962619,2/15/2021 11:10,0,1,,,What's better than our romantic #BeautifulBelle fragrance? A limited-edition gift trio featuring a full-size bottle and two travel sprays. Win her heart now: 
A18234,Estee Lauder,Facebook,2019,9,6,Photo,https://www.facebook.com/EsteeLauder/posts/10158694578357619,2/5/2021 1:09,0,1,,,Take center stage with Lips To Envy in your favorite shade of Pure Color Envy Sculpting Lipstick: 
A8375,Chipotle Mexican Grill,Instagram,2020,4,20,Album,https://www.instagram.com/p/B_NeoxKDNcJ/,2/5/2021 2:31,0,1,,,ð“ð‘œð“
A7835,Chase,Facebook,2020,4,14,Native Video,https://www.facebook.com/chase/posts/4342312559128001,3/3/2021 4:56,0,1,,,"Need to replace your Chase card, but canâ€™t get to a branch right now? Weâ€™ve got you covered. You can request a new one right in the Chase MobileÂ® app. See how and learn more here: "
A2016,Audi USA,Facebook,2020,1,29,Status,https://www.facebook.com/audi/posts/10156640293871470,3/15/2021 1:50,0,1,,,
A40088,PayPal,Facebook,2020,9,22,Native Video,https://www.facebook.com/PayPalUSA/posts/10160215315854573,3/2/2021 1:08,0,1,,,Have a card for business expenses? Have another for grocery points and another for travel rewards? PayPal lets you keep your cards in one place so you can conveniently track all your spending. Find out how you can get the most out of PayPal here. 
A8364,Chipotle Mexican Grill,Instagram,2020,3,13,Photo,https://www.instagram.com/p/B9rqW4upcNB/,2/5/2021 2:23,0,1,,,Just gotta make sure itâ€™s on the way
A18249,Estee Lauder,Facebook,2019,9,30,Photo,https://www.facebook.com/EsteeLauder/posts/10158765600657619,2/5/2021 1:31,0,1,,,"For beauty that goes beyond, this cosmetic bag design is a must-have with our latest Gift with PurchaseðŸ’«. Shop your favorite makeup and skincare EstÃ©e Essentials now and receive your gift with a purchase of $37.50 or more at Belk! "
A18307,Estee Lauder,Facebook,2019,12,30,Photo,https://www.facebook.com/EsteeLauder/posts/10159075901947619,2/15/2021 11:21,0,1,,,"The Gateway of Youth: Revitalizing Supreme+ Eye Balm ðŸ”‘. This richly nourishing eye balm helps hydrate, firm and smooth the look of lines. Discover more: "
A2062,Audi USA,Facebook,2020,5,29,Photo,https://www.facebook.com/audi/posts/10156993431851470,3/15/2021 2:10,0,1,,,Tango Red just found a dance partner. #SpeedGoals
A8350,Chipotle Mexican Grill,Instagram,2020,1,15,Photo,https://www.instagram.com/p/B7WULBjAZzW/,2/5/2021 2:10,0,1,,,See you at 3am
A2022,Audi USA,Facebook,2020,2,18,Photo,https://www.facebook.com/audi/posts/10156693175636470,3/15/2021 1:54,0,1,,,Aim beyond the stars. #AudiTTRS #SpeedGoals
A18260,Estee Lauder,Facebook,2019,10,16,Photo,https://www.facebook.com/EsteeLauder/posts/10158817252912619,2/5/2021 1:46,0,1,,,Shoot for the stars with your next beauty look ðŸ’« Our latest Gift with Purchase features this other-worldly design and your choice of our must-have EstÃ©e Essentials from skincare to makeup. Explore it at Nordstrom now! (see details): 
A27388,IBM,Instagram,2020,3,3,Album,https://www.instagram.com/p/B9R3_LtBDjF/,3/1/2021 1:40,0,1,,,"A collection of IBM Selectric typeballsâ€”including a variety of typefaces, symbols and even specialty versions intended for specific languages. Swipe âž¡ï¸ for a closer look. ðŸ“·: @rileycran"
A18256,Estee Lauder,Facebook,2019,10,11,Native Video,https://www.facebook.com/EsteeLauder/posts/10158799485447619,2/5/2021 1:43,0,1,,,"At first glance, what might look like an unsuspecting little rock is actually one of natureâ€™s rarest treasures. Harvested by hand from the southwest of France, the exquisite Black Diamond Truffle is the heart of Re-Nutriv Ultimate Diamond Transformative Energy Creme. In a secret process nearly 10,000 hours in the making, it is transformed to a potent infusion that powers this invigorating, sculpting creme for the ultimate in luxury for skin. Discover the Re-Nutriv Ultimate Diamond Collection now: "
A40097,Pepsi,Facebook,2019,9,26,Photo,https://www.facebook.com/PepsiUS/posts/10157977218914050,3/1/2021 8:08,0,1,,,Two ðŸ‘‘ ðŸ‘‘ First time together on stageâ€¦on the worldâ€™s biggest stage. Welcome Jennifer Lopez and Shakira to #PepsiHalftime #SBLIV Roc Nation NFL
A52489,Tide,Facebook,2019,9,8,Native Video,https://www.facebook.com/Tide/posts/10156722727803231,3/4/2021 11:48,0,1,,,Sundays are Not For Laundry? Cool. Coolcoolcool. #LaundryNight
A40182,Pepsi,Instagram,2020,9,2,IGTV,https://www.instagram.com/tv/CEoxUsZHcRX/,3/1/2021 9:48,0,1,,,Many fans may not be able to go to the stadium this year. So @shazier and the @steelers helped us bring a little bit of the stadium home. #TheHomeGame
A18270,Estee Lauder,Facebook,2019,10,28,Photo,https://www.facebook.com/EsteeLauder/posts/10158858608997619,2/15/2021 11:03,0,1,,,"Our latest Gift with Purchase exclusives are out of this world and only here for a limited time ðŸ’«This promotion has now ended, but check back for more news and updates soon!"
A6690,Cartier,Facebook,2019,10,9,Native Video,https://www.facebook.com/cartier.usa/posts/2329127250731659,2/10/2021 5:05,0,1,,,"CARTIER, CRYSTALLIZATION OF TIME â€“ National Art Center, Tokyo. An exhibition based around three chapters staged by Hiroshi Sugimoto and Tomoyuki Sakakida of the New Material Research Laboratory, October 2nd - December 16th, 2019. #CollectionCartier #CartierTokyo cartier2019.exhn.jp/en/:=:"
A52501,Tide,Facebook,2019,9,29,Native Video,https://www.facebook.com/Tide/posts/10156774107133231,3/4/2021 11:55,0,1,,,"We could've told you #LaundryNight was any night but Nick Offerman has such a lovely baritone. It sounded better coming from him, right Kenan Thompson ?"
A18335,Estee Lauder,Facebook,2020,2,13,Photo,https://www.facebook.com/EsteeLauder/posts/10159230408377619,2/15/2021 11:38,0,1,,,Celebrating Galentine's Day with our favorite sidekickâ€“ #PureColorEnvy in Discreet 180. What shade will you wear? Tell us in the comments below â€“ or discover a new shade for Lips To Envy now: 
A1980,Audi USA,Facebook,2019,11,9,Photo,https://www.facebook.com/audi/posts/10156428520766470,3/8/2021 3:48,0,1,,,560 horses-whisperer. #etronGT #ConceptCar
A2083,Audi USA,Facebook,2020,9,14,Photo,https://www.facebook.com/audi/posts/10157256664611470,3/15/2021 2:19,0,1,,,All weather is perfect weather. #AudiForzaPhotos ðŸ“¸: Raphael F.
A27359,IBM,Instagram,2019,10,15,Album,https://www.instagram.com/p/B3pFHKXhOuV/,3/1/2021 12:59,0,1,,,"ðŸ‘€ A look under the cover of our newest IBM Z. With over 9.2 billion transistors to handle 1 trillion web transactions a day, the #z15 delivers data privacy with encryption everywhere and hybrid cloud capabilities as never seen before. Click the link in our profile to learn more."
A18239,Estee Lauder,Facebook,2019,9,15,Photo,https://www.facebook.com/EsteeLauder/posts/10158720535817619,2/5/2021 1:21,0,1,,,Are you a Rebel âš¡ï¸ or a Rose ðŸŒ¹â€“ or a little of both? Our new Rebellious Rose Collection is inspired by our number one shade of Lipstick Envy â€“ and now comes in three distinct finishes! Discover the collection & shop now: 
A26179,Huawei Mobile,Facebook,2019,9,9,Photo,https://www.facebook.com/HuaweimobileUS/posts/2462998200406215,2/15/2021 7:30,0,1,,,"The MateBook 13 features Dolby Atmos immersive audio, creating an amazing headphone experience with breathtaking, moving audio that flows above and around you. Get up to $250 off while supplies last: "
A6697,Cartier,Facebook,2019,10,20,Native Video,https://www.facebook.com/cartier.usa/posts/1449618271882076,2/10/2021 5:08,0,1,,,"#LOdyssÃ©edeCartier, the new digital series. Discover the chapter 2 in which Cartier & British style are bound across generations: from father to son and beyond. ow.ly/mWIm30pJzCp:=:"
A18296,Estee Lauder,Facebook,2019,12,11,Photo,https://www.facebook.com/EsteeLauder/posts/10159011588682619,2/15/2021 11:15,0,1,,,#AdvancedNightRepair is at the top of our #EsteeWishlist. Is it on the top of yours? Shop now: 
A18274,Estee Lauder,Facebook,2019,10,31,Photo,https://www.facebook.com/EsteeLauder/posts/10158869121522619,2/15/2021 11:06,0,1,,,Creepin' it real this #Halloween with the ultimate vamp lip color. Shop #LipstickEnvy in Insolent Plum (Shade 450) 
A6740,Cartier,Facebook,2020,5,12,Native Video,https://www.facebook.com/cartier.usa/posts/1642993339211234,2/10/2021 5:35,0,1,,,"According to a technique inspired by the hourglass, the dial of the RÃ©vÃ©lation watch showcases a fleeting spectacle: depending on the movements of the wrist, 650 diamonds appear and reveal the jaw of a panther, before disappearing again. #PantheredeCartier #CartierSavoirFaire"
A52520,Tide,Facebook,2020,4,20,Photo,https://www.facebook.com/Tide/posts/10157381672768231,3/4/2021 12:06,0,1,,,"Introducing @Tide One Wash Miracle. The innovative dual-chamber technology provides a deep clean and complete odor elimination, even for musty towels and sweaty athletic wear. Only available online. "
A8397,Chipotle Mexican Grill,Instagram,2020,7,14,Video,https://www.instagram.com/p/CCoc-yRj03B/,2/5/2021 3:07,0,1,,,"Donâ€™t be shy, put some less?"
A8319,Chipotle Mexican Grill,Facebook,2020,4,24,Photo,https://www.facebook.com/chipotle/posts/10158236927044253,2/3/2021 10:44,0,1,,,Comment your three below.
A40183,Pepsi,Instagram,2020,9,4,Photo,https://www.instagram.com/p/CEupp2UFt7M/,3/1/2021 9:48,0,1,,,Char like a star ðŸ”. #Summergram
A18379,Estee Lauder,Facebook,2020,10,2,Photo,https://www.facebook.com/EsteeLauder/posts/10160030123922619,2/15/2021 6:49,0,1,,,"Start fall off right with this standout cosmetic bag filled with your skincare and makeup favorites, available while supplies last! Shop now: "
A18378,Estee Lauder,Facebook,2020,9,25,Photo,https://www.facebook.com/EsteeLauder/posts/10160010510862619,2/15/2021 6:48,0,1,,,"Fall has arrived, and so has our new Gift With Purchase at Belk, available for a limited time. Shop now to fall into a new beauty routine: "
A8385,Chipotle Mexican Grill,Instagram,2020,5,26,Video,https://www.instagram.com/p/CAqkMqHAYwj/,2/5/2021 2:39,0,1,,,ðŸ¤¯
A8310,Chipotle Mexican Grill,Facebook,2020,2,10,Link,https://www.facebook.com/chipotle/posts/10157985804304253,2/3/2021 10:31,0,1,,,We'll save you time. Text GUAC MODE to 888-222.
A9726,Coca-Cola,Instagram,2020,2,19,Photo,https://www.instagram.com/p/B8wwUXOnS_k/,3/4/2021 7:50,0,1,,,Self expression radiates from Ricky. #MyCocaCola
A8307,Chipotle Mexican Grill,Facebook,2020,1,23,Photo,https://www.facebook.com/chipotle/posts/10157928266789253,2/3/2021 10:28,0,1,,,Thinking of changing our logo.
A8305,Chipotle Mexican Grill,Facebook,2020,1,7,Native Video,https://www.facebook.com/chipotle/posts/10157883837339253,2/3/2021 10:27,0,1,,,A dog would never. Credit: Nathan The Cat Lady
A6682,Cartier,Facebook,2019,9,5,Link,https://www.facebook.com/cartier.usa/posts/1408202532690317,2/10/2021 4:54,0,1,,,An iconic object transformed into a handbag. Meet the #GuirlandedeCartier bag. ow.ly/WcDp30prEn2:=:
A8398,Chipotle Mexican Grill,Instagram,2020,7,15,Video,https://www.instagram.com/p/CCrfhmVjIDx/,2/5/2021 3:07,0,1,,,#blessed if you live near a Chipotlane. There are 100 now.
A6687,Cartier,Facebook,2019,9,28,Native Video,https://www.facebook.com/cartier.usa/posts/1430219640488606,2/10/2021 5:02,0,1,,,"#LOdyssÃ©edeCartier, the new digital series. Discover the chapter 1, dedicated to #JeanneToussaint, the creative director of Cartier from 1933 until the 1970s and the first to dare with the introduction of the panther in the Maisonâ€™s designs. ow.ly/2GEO30pBGwL:=:"
A27409,IBM,Instagram,2020,7,30,Photo,https://www.instagram.com/p/CDRZAeehv6e/,3/1/2021 1:24,0,1,,,"Capable of tackling the world's biggest AI challenges, the AC922 server is engineered to be the most powerful enterprise AI training platform available. ðŸ’ª Click the link in our profile to learn more about the latest POWER processor."
A8411,Chipotle Mexican Grill,Instagram,2020,8,13,Video,https://www.instagram.com/p/CD1mlp6jNpK/,2/5/2021 3:19,0,1,,,âœ¨the boss of sauceâœ¨
A8339,Chipotle Mexican Grill,Facebook,2020,10,6,Native Video,https://www.facebook.com/chipotle/posts/10158702000834253,2/4/2021 12:36,0,1,,,Yeah of course itâ€™s real cheese who do you think we are @cearajaneo
A36842,Nike,Instagram,2020,2,5,Video,https://www.instagram.com/p/B8Mu6yRAtPT/,3/1/2021 12:26,0,1,,,The Future of Sport is here. #Nike2020
 â €
 Head to our link in bio to join us.
A52493,Tide,Facebook,2019,9,9,Native Video,https://www.facebook.com/Tide/posts/10156722738618231,3/4/2021 11:51,0,1,,,...that escalated quickly. #LaundryNight
A40098,Pepsi,Facebook,2019,10,7,Native Video,https://www.facebook.com/PepsiUS/posts/10158011995729050,3/1/2021 8:10,0,1,,,Big thanks to the Dallas Cowboys who gave Edgar the ultimate football fan experience! 
A27408,IBM,Instagram,2020,7,28,IGTV,https://www.instagram.com/tv/CDNM8fUhoel/,3/1/2021 1:24,0,1,,,Interested in the benefits of a hybrid cloud? IBMer Sai Vennam has you covered. Join Sai in exploring the new IBM Cloud Satellite.
A52503,Tide,Facebook,2020,1,29,Photo,https://www.facebook.com/Tide/posts/10157123949383231,3/4/2021 11:55,0,1,,,
A40151,Pepsi,Instagram,2019,11,26,Video,https://www.instagram.com/p/B5WLeCwnOA6/,3/1/2021 9:17,0,1,,,Avoid excessive exposure to heat and vibration. Especially vibration.
A18342,Estee Lauder,Facebook,2020,2,26,Photo,https://www.facebook.com/EsteeLauder/posts/10159275415682619,2/15/2021 11:39,0,1,,,"Beauty that makes you the Star. âœ¨ Discover Act IV, a camera-ready makeup collection thatâ€™s inspired by Hollywood glamour and designed for your moment in the spotlight. Brought to you by EsteÌe Lauderâ€™s great-granddaughter, Danielle Lauder â€“ discover her collection now! "
A6686,Cartier,Facebook,2019,9,22,Link,https://www.facebook.com/cartier.usa/posts/1422542984589605,2/10/2021 4:57,0,1,,,"The PanthÃ¨re de Cartier watch: when a jewel meets watchmaking. Graceful like the feline from which she takes her name, yellow gold or pink gold links sensually wrap around its wearer. #PanthÃ¨redeCartier ow.ly/zPsc50wegRc:=:"
A40130,Pepsi,Instagram,2019,9,18,Video,https://www.instagram.com/p/B2j0riwHmah/,3/1/2021 9:07,0,1,,,"SOMEONE CALL AN RA, WE HAVE A PROBLEM HERE!"
A18354,Estee Lauder,Facebook,2020,4,20,Native Video,https://www.facebook.com/EsteeLauder/posts/10159490851652619,2/15/2021 2:38,0,1,,,"Weâ€™ve always believed in the power of resilience. Itâ€™s at the core of everything we doâ€”from the relationships we build, to the products we create, to the ways we empower each other. Itâ€™s our calling to find beauty anywhere and everywhere we can. And now is our moment to come together, even when we are apart. Please join us in our mission: comment below tagging someone who brings beauty to your life. We are all #BeautifulTogether."
A6714,Cartier,Facebook,2020,1,13,Link,https://www.facebook.com/cartier.usa/posts/1536726663171236,2/10/2021 5:16,0,1,,,The panther: charged with a magnetism that reveals its intensity. #PanthÃ¨redeCartier. #Pantheromania #Cartier ow.ly/12f530q6wFi:=:
A6707,Cartier,Facebook,2019,12,5,Link,https://www.facebook.com/cartier.usa/posts/1492266480950588,2/10/2021 5:13,0,1,,,"Turn up the joy. #BallonBleu #PanthÃ¨redeCartier #CelebratewithCartier And with Cartier Care, register your timepiece to enjoy an extension of the Cartier International Limited Warranty for up to 8 years. Your wishlist awaits. ow.ly/wRL930pXuS0:=:"
A7946,Chase,Facebook,2020,9,22,Native Video,https://www.facebook.com/chase/posts/5100043180021598,3/4/2021 6:26,0,1,,,"Talking about money isnâ€™t exactly romantic, but sharing a financial vision with your partner is important for building a strong foundation. Tomorrow at 8PM EST, we're talking love and money for our fifth and final #CurrencyConversation. Tune in to learn how to create a lasting financial legacy for the people you care about: "
A8295,Chipotle Mexican Grill,Facebook,2019,12,3,Photo,https://www.facebook.com/chipotle/posts/10157781590339253,2/3/2021 10:11,0,1,,,We vow... to cater.
A40176,Pepsi,Instagram,2020,8,1,Video,https://www.instagram.com/p/CDWZ_tuAwef/,3/1/2021 9:43,0,1,,,TFW the flavor is wild *and* poppin.
A8323,Chipotle Mexican Grill,Facebook,2020,5,20,Photo,https://www.facebook.com/chipotle/posts/10158329575229253,2/3/2021 10:49,0,1,,,Time to watch someone else do a hiit workout on YouTube
A40094,Pepsi,Facebook,2019,9,5,Native Video,https://www.facebook.com/PepsiUS/posts/10157918993389050,3/1/2021 8:06,0,1,,,"Fall Football is BACK and it's time to #AlwaysBeCelebrating with your team, your friends, and your Pepsi!"
A40101,Pepsi,Facebook,2020,1,17,Native Video,https://www.facebook.com/PepsiUS/posts/10158354446559050,3/1/2021 8:12,0,1,,,"Derrick Henry has some serious running game. So, weâ€™re cheering him on this Sunday with Pepsi! Buy 2, Get 1 Free is back at Dollar General. "
A52548,Tide,Instagram,2020,2,2,Video,https://www.instagram.com/p/B8FrPaph9N5/,3/4/2021 12:24,0,1,,,"For @charliedayofficial and @emilyhampshire, some things never change, but now stains can wait until later (whenever that is) thanks to New Tide Power PODS. #LaundryLater #SuperBowlLIV #SuperBowl54"
A18240,Estee Lauder,Facebook,2019,9,16,Photo,https://www.facebook.com/EsteeLauder/posts/10158723677942619,2/5/2021 1:21,0,1,,,"Creme. Gloss. Matte. The NEW Rebellious Rose Collection brings our No. 1 shade to life in three different finishes. Show some attitude with Pure Color Envy Sculpting Lipstick, Kissable Lip Shine, and Paint-On Liquid LipColor Matte: "
A18312,Estee Lauder,Facebook,2020,1,8,Photo,https://www.facebook.com/EsteeLauder/posts/10159106330912619,2/15/2021 11:26,0,1,,,"Danielle Lauder brings her love and passion for acting and beauty to life with a new, exclusive makeup collection: Act IV! Discover more: "
A40179,Pepsi,Instagram,2020,8,21,Photo,https://www.instagram.com/p/CEKcOj8jr2l/,3/1/2021 9:46,0,1,,,The bay is my bae ðŸ– . #Summergram
A7921,Chase,Facebook,2020,8,10,Native Video,https://www.facebook.com/chase/posts/4874046579287927,3/4/2021 3:49,0,1,,,Weâ€™re teaming up with Serena Williams and Jay Williams for a special Chase Chats Webcast on staying disciplined and financially fit. Tune in on August 20th to see the full conversationâ€”you wonâ€™t want to miss it: www.chase.com/student:=:
A6603,CarMax,Facebook,2019,9,30,Native Video,https://www.facebook.com/CarMax/posts/10156770150821194,2/5/2021 10:50,0,1,,,"If youâ€™re going to put a sticker on your car, it has to mean something."
A18246,Estee Lauder,Facebook,2019,9,23,Native Video,https://www.facebook.com/EsteeLauder/posts/10158745463252619,2/5/2021 1:28,0,1,,,Libra season is here! Leave a comment below if you're one of our Libra EstÃ©e Beauties! Click the link here to shop our Zodiac Compact Collection: 
A40178,Pepsi,Instagram,2020,8,7,Photo,https://www.instagram.com/p/CDl2w-EHEtU/,3/1/2021 9:45,0,1,,,Donâ€™t mind us...weâ€™re just chillinâ€™ in the pool.
A2012,Audi USA,Facebook,2020,1,25,Native Video,https://www.facebook.com/audi/posts/10156629649381470,3/15/2021 1:47,0,1,,,The many moods of AI:ME. #AudiAIME #Concept
A7814,Chase,Facebook,2020,3,29,Native Video,https://www.facebook.com/chase/posts/4283039725055285,3/3/2021 4:43,0,1,,,Did you know you can set up bill payments with the Chase MobileÂ® app? Watch to see how to add a payee and schedule payments â€” all from the comfort of your couch. Click here for tips: 
A40054,PayPal,Facebook,2020,5,12,Link,https://www.facebook.com/PayPalUSA/posts/10159830440579573,3/2/2021 12:30,0,1,,,"PayPal has simple and powerful tools to help your business adapt and keep going. To learn more, click here. "
A18343,Estee Lauder,Facebook,2020,2,27,Photo,https://www.facebook.com/EsteeLauder/posts/10159278805847619,2/15/2021 11:39,0,1,,,"Your skin is better when you protect it. Let our new Futurist Hydra Rescue Foundation help nourish, hydrate and visibly soothe your skin. Discover more about our Futurist Hydra Rescue Foundation now: "
A6752,Cartier,Facebook,2020,7,13,Native Video,https://www.facebook.com/cartier.usa/posts/1700035916840309,2/10/2021 5:42,0,1,,,"A style, a twist: actress Kaya Scodelario embraces the new #MaillondeCartier watch ms.spr.ly/6000TmjP0:=:"
A2049,Audi USA,Facebook,2020,5,1,Photo,https://www.facebook.com/audi/posts/10156914313061470,3/15/2021 2:06,0,1,,,Hereâ€™s to the open rÌ¶oÌ¶aÌ¶dÌ¶. #AITRAIL #Concept
